slot,"เวลา
เริ่มต้น","เวลา
สิ้นสุด","ระยะเวลา
(นาที)",ฝ่ายรับผิดชอบ,กิจกรรม,สถานที่,ผู้ตัดสินใจสูงสุด,ผู้รับผิดชอบ ,รายละเอียด
58,07:25,07:25,-,COOP,พี่บ้านประจำจุด รอบที่ 6,BTS สยาม  MRT สามย่าน,"MRT - เหวิน 0826391541
BTS - มังกร 0918515467","บ้าน 1 บ้านไอคัท ประสาน MRT - เหวิน 0826391541
บ้าน 7 บ้านไอแดง ประสาน BTS - มังกร 0918515467",ประสาน BTS และ MRT รีเช็กว่าพี่บ้านบ้าน 7 บ้านไอแดง มาแล้ว 
59,07:25,07:30,5,COOP,โทรตามพี่บ้านประจำจุดรอบ 6 ที่มาสาย,BTS สยาม  MRT สามย่าน,"MRT - เหวิน 0826391541
BTS - มังกร 0918515467","บ้าน 1 บ้านไอคัท ประสาน MRT - เหวิน 0826391541
บ้าน 7 บ้านไอแดง ประสาน BTS - มังกร 0918515467",ประสานที่ประจำจุด BTS และ MRT โทรตามพี่บ้าน 7 บ้านไอแดง ที่รับส่งน้อง
60,07:30,07:30,-,COOP,พี่บ้านประจำจุดรอบที่ 5 พาน้องเดิน,BTS สยาม  MRT สามย่าน,"MRT - เหวิน 0826391541
BTS - มังกร 0918515467",บ้าน 4 บ้านไอแฟนยู,พี่บ้าน 4 บ้านไอแฟนยู พาน้องเดิน
61,07:30,07:40,10,COOP,พี่บ้านประจำจุด รอบที่ 6 ยืนรอน้องที่ BTS และ MRT,BTS สยาม  MRT สามย่าน,"MRT - เหวิน 0826391541
BTS - มังกร 0918515467",บ้าน 7 บ้านไอแดง,พี่บ้าน 7 บ้านไอแดง ยืนรอน้อง
62,07:35,07:35,-,COOP,พี่บ้านประจำจุด รอบที่ 7,BTS สยาม  MRT สามย่าน,"MRT - เหวิน 0826391541
BTS - มังกร 0918515467","บ้าน 1 บ้านไอคัท ประสาน MRT - เหวิน 0826391541
บ้าน 7 บ้านไอแดง ประสาน BTS - มังกร 0918515467",ประสาน BTS และ MRT รีเช็กว่าพี่บ้านบ้าน 1 บ้านไอคัท มาแล้ว 
63,07:35,07:40,5,COOP,โทรตามพี่บ้านประจำจุดรอบ 7 ที่มาสาย,BTS สยาม  MRT สามย่าน,"MRT - เหวิน 0826391541
BTS - มังกร 0918515467","บ้าน 1 บ้านไอคัท ประสาน MRT - เหวิน 0826391541
บ้าน 7 บ้านไอแดง ประสาน BTS - มังกร 0918515467",ประสานที่ประจำจุด BTS และ MRT โทรตามพี่บ้าน 1 บ้านไอคัท ที่รับส่งน้อง
63,07:40,07:40,-,PLAN,เช็กกับ MC ว่าห้องประชุมพร้อมไหม,หอประชุม,พั้นซ์ 0924988979,พั้นซ์ 0924988979,พั้นซ์เช็กกับTimer MC
64,07:40,07:40,-,PLAN,สิ้นสุดการพาน้องเข้าห้องน้ำ,"ห้องน้ำตึกอรุณ
ห้องน้ำชั้น 1 ตึก 3",นอร์ท 0951461000,"นัท (ชาย)       0917146413
แนน (หญิง)     0613956058",
66,07:40,07:40,-,COOP,พี่บ้านประจำจุดรอบที่ 6 พาน้องเดิน,BTS สยาม  MRT สามย่าน,"MRT - เหวิน 0826391541
BTS - มังกร 0918515467",บ้าน 7 บ้านไอแดง,พี่บ้าน 7 บ้านไอแดง พาน้องเดิน
67,07:40,07:45,5,COOP,พี่บ้านประจำจุด รอบที่ 7 ยืนรอน้องที่ BTS และ MRT,BTS สยาม  MRT สามย่าน,"MRT - เหวิน 0826391541
BTS - มังกร 0918515467",บ้าน 1 บ้านไอคัท,พี่บ้าน 1 บ้านไอคัท ยืนรอน้อง
67,07:40,08:00,20,PLAN,พี่ห้องน้ำเช็กห้องน้ำและน้องตกค้าง,"ห้องน้ำตึกอรุณ
ห้องน้ำชั้น 1 ตึก 3",นอร์ท 0951461000,"นัท (ชาย)       0917146413
แนน (หญิง)     0613956058","- แจ้งลงใน lineแผนแจ้งข่าว ว่ามีน้องตกค้างในห้องน้ำหรือไม่
- กรณีที่มี ให้แจ้งว่า “ห้องน้ำ x มีน้องจากบ้านไอคัท ตกค้าง x คน”
- กรณีที่ไม่มีน้องตกค้างให้แจ้งว่า  “ห้องน้ำ x ไม่มีน้องตกค้าง”
- พี่ห้องน้ำปิดห้องน้ำให้เรียบร้อย"
69,07:45,07:45,-,COOP,พี่บ้านประจำจุดรอบที่ 7 พาน้องเดิน,BTS สยาม  MRT สามย่าน,"MRT - เหวิน 0826391541
BTS - มังกร 0918515467",บ้าน 1 บ้านไอคัท,พี่บ้าน 1 บ้านไอคัท พาน้องเดิน
69,07:45,07:45,-,SUPPLY,แจ้งการรับน้ำดิ่มและขนมสำหรับแต่ละบ้านและฝ่ายย่อย,315,โบอิ้ง 0958948965,เนเน่ 0926545141,"ฝ่ายสวัสดิการจะแจ้งให้ทุกบ้านและฝ่ายแจ้งจำนวนสตาฟที่มาทำงานของฝ่ายตนเองลงใน NOTE ของ กลุ่มไลน์ในวันเพื่อจัดเตรียม
น้ำดื่มและอาหารสำหรับภายในวัน"
70,07:45,07:50,5,PLAN,นับจำนวนน้องผู้ชายและน้องผู้หญิงที่ยังไม่มา,โต๊ะบ้าน,พั้นซ์ 0924988979,"บ้านไอคัท - นีโอ 0863645532   
บ้านไอค๊อกแค๊ก -  ปุ๋ย  0968635225
บ้านไอรอเธอ - ฟ้า 0819081530
บ้าน ไอแฟนยู - ออน  0912419412
บ้านไอจาม -  เชอร์รี่  0852589212
บ้านไอเพื่อน - เอิน  0993438222
บ้านไอแดง - คนิ้ง 0858101505
บ้านไอน์สไตน์ -  ถิงถิง 0958209163","- เพื่อที่จะได้เว้นที่ในห้องประชุมเผื่อ
- แจ้งใน lineแผนแจ้งข่าว ฝ่ายแผนว่า "" บ้านไอคัท ชายไม่มา x คน หญิงไม่มา x คน "" "
72,07:45,08:00,15,COOP,"ประสานBTS,MRTเก็บตกน้องมาสาย",BTS สยาม  MRT สามย่าน,"MRT - เหวิน 0826391541
BTS - มังกร 0918515467","MRT - เหวิน 0826391541
BTS - มังกร 0918515467",ประสานที่ประจำจุด BTS และ MRT รอน้องมาสาย
72,07:50,07:53,3,PLAN,แต่ละบ้านตั้งแถวเดี่ยวข้างโต๊ะบ้านของตัวเอง,โต๊ะบ้าน,พั้นซ์ 0924988979,"บ้านไอคัท - นีโอ 0863645532   
บ้านไอค๊อกแค๊ก -  ปุ๋ย  0968635225
บ้านไอรอเธอ - ฟ้า 0819081530
บ้าน ไอแฟนยู - ออน  0912419412
บ้านไอจาม -  เชอร์รี่  0852589212
บ้านไอเพื่อน - เอิน  0993438222
บ้านไอแดง - คนิ้ง 0858101505
บ้านไอน์สไตน์ -  ถิงถิง 0958209163",- พี่บ้านฝ่ายแผนตั้งแถวเป็นแถวเดี่ยว ผู้หญิงอยู่ข้างหน้า ผู้ชายอยู่ข้างหลัง
73,7:50,08:10,20,REG,"ทะเบียนกลางเช็กชื่อน้อง 
(น้องกำลังลุกเข้าหอประชุม)",หน้าห้อง 116/3,แองจี้ 0635914155,"แองจี้ 0635914155
โอเว่น 0918813478
รัน 0818753500
กฤษฏิ์ 0819598383
เจิ้ง 091903579
แมทธิว 0896818877",ลดจำนวนโต๊ะลงทะเบียนจาก 4 โต๊ะเหลือ 1 โต๊ะ
74,07:50,09:35,105,PLAN,พี่รับน้องสายรอรับน้องที่มาสาย (ยังสามารถเข้าหอประชุมได้),ทะเบียน,เติ้ล 0897991699,"ปิงปิง 0851119544
อ๋อง 0915553919","- พี่แผนรับน้องสายดูจำนวนน้องที่ขาดของแต่ละบ้าน (จากการแจ้งของพี่แผนประจำบ้าน) แล้ววาดแผนที่นั่งหอประชุมที่เว้นที่นั่งของน้องที่ขาดไว้
- กรณีน้องมาเวลา 07.50-08.00 น. ให้พี่แผนรับน้องสายพาน้องเข้าหอประชุมได้เลยจนกว่าจะ 08.00 น.
- กรณีน้องมาหลัง 8.00 น. พาน้องที่มาสายเข้าหอประชุมทางประตูตึก2 เป็นรอบ ๆ
(ดูแผนที่นั่งให้ดี ส่งเสร็จแล้วอัพเดตแผนที่นั่งด้วย)"
